STARS,SP_TYPE,RA,DEC,J,H,K,Ks,L,M,Lp,Mp,source
Hip024363,B9,78.4079,4.21117,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024367,B8V,78.4128,-3.62203,7.321,7.34,7.401,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024378,B8,78.4487,-6.74828,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024439,B9IV/V,78.6478,-44.2227,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024467,B8,78.7744,4.90522,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024475,B9V,78.7877,15.0626,6.901,6.835,6.785,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024498,B8V,78.8404,0.0603333,8.119,8.094,8.101,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024505,B9V,78.8515,-26.9434,99.0,99.0,5.226,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024535,B8,78.9591,19.954,7.079,7.064,6.974,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024567,B8V,79.0606,-3.48311,7.522,7.533,7.492,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024580,B8V,79.1029,-1.64203,7.724,7.722,7.66,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024596,B9V,79.143,-5.06142,8.636,8.589,8.58,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024611,B9V,79.1827,-0.888889,8.434,8.315,8.373,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024612,B3,79.1828,18.4396,6.864,6.895,6.85,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024618,B2V,79.2011,-17.1424,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024632,B8,79.2721,9.92731,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024670,B9V,79.3979,-15.2196,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024674,B5III,79.4017,-6.84439,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024709,B5V,79.5041,-0.0376944,7.658,7.696,7.731,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024734,B9,79.5609,5.3185,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024761,B8,79.6318,21.7924,6.666,6.604,6.564,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024789,B9V,79.7205,13.5672,7.232,7.25,7.187,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024809,B9V,79.78,-4.95964,8.617,8.598,8.608,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024811,B8V,79.7811,-1.09881,8.437,8.374,8.363,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024825,B5IV/V,79.8227,-18.5199,6.669,6.745,6.762,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024827,B8/B9IV:,79.8263,-18.5096,6.68,6.745,6.743,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024828,B9,79.8385,-7.34725,7.913,7.935,7.931,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024845,B0.5IV,79.8939,-13.1768,99.0,99.0,5.018,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024847,B1.5Vn,79.897,-1.41189,6.572,6.587,6.662,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024853,B8,79.9206,-11.0349,7.726,7.751,7.758,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024873,B7/B8V,79.996,-12.3156,5.486,5.562,5.549,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024882,B9,80.0133,-5.20833,7.104,7.147,7.111,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024891,B8,80.0324,-5.84611,8.242,8.265,8.296,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024925,B8III,80.11,-5.36753,6.409,6.45,6.439,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024936,B9,80.1369,-5.28806,8.795,8.842,8.832,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024942,B9V,80.149,15.0593,7.696,7.654,7.563,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024959,B9,80.1813,17.243,7.533,7.559,7.433,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024974,B8V,80.2299,-21.0399,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024984,B9IV,80.2472,27.9573,6.078,6.058,6.041,99.0,99.0,99.0,99.0,99.0,Isaac
Hip024989,B8,80.2635,4.47806,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025007,B5II/III,80.3203,-34.3451,6.356,6.391,6.415,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025011,B5Vp,80.3305,4.01197,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025014,B5III,80.3403,-14.5554,7.456,7.565,7.55,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025025,B8V,80.3685,-1.54622,7.27,7.315,7.289,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025028,B3V,80.3827,-0.4165,5.987,6.018,6.061,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025041,B1V...,80.4315,8.42856,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025044,B2IV-V,80.4406,-0.382472,99.0,99.0,5.197,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025053,B8II,80.4625,-13.7557,6.751,6.763,6.771,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025066,B3V,80.4928,-2.96372,7.117,7.124,7.155,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025098,B8/B9V,80.5923,-56.1344,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025111,B8,80.6437,16.8039,7.785,7.742,7.718,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025115,B9/B9.5V,80.647,-19.8784,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025128,B8V,80.6796,0.13925,8.3,8.308,8.351,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025142,B1V,80.7083,3.54444,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025145,B3Vn,80.7126,3.55222,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025157,B9,80.7507,29.7291,7.836,7.842,7.869,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025163,B9,80.758,1.69692,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025164,B9,80.7582,0.439083,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025179,B6V,80.7923,1.13964,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025187,B8+...,80.8271,-8.41558,6.288,6.406,6.377,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025192,B9Vs,80.8452,28.9368,6.447,6.547,6.533,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025193,B8V,80.8456,-1.44094,8.455,8.456,8.5,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025199,B8V,80.8673,-1.00244,7.948,7.936,7.953,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025202,B2IV,80.8757,-13.9274,5.7,5.793,5.856,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025207,B8,80.8822,16.0405,7.092,7.079,7.081,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025213,B9V,80.9042,-45.031,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025223,B1.5V,80.9263,-0.159806,6.144,6.222,6.269,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025235,B3vw,80.9598,2.08217,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025241,B6.5IV-V,80.9641,0.862861,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025281,B1V,81.1192,-2.39714,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025287,B9V,81.1448,15.9753,8.128,8.115,8.096,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025288,B4IVn,81.1504,2.35317,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025293,B8,81.1683,-2.49783,6.955,7.016,6.98,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025302,B1V:pe,81.1868,1.84644,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025327,B5V,81.255,-2.81547,7.37,7.408,7.395,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025337,B0.5III:,81.2933,20.5837,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025340,B8V,81.2975,1.92333,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025342,B9...,81.3045,-11.3124,8.377,8.36,8.301,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025365,B9sp...,81.3795,-0.543944,6.567,6.629,6.578,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025368,B3V,81.4021,-1.49131,6.799,6.811,6.874,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025378,B2.5V,81.4459,0.52025,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025385,B9,81.4653,21.1326,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025392,B9V,81.4765,15.4539,7.42,7.48,7.46,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025394,B8,81.4828,-2.33553,8.408,8.448,8.47,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025401,B9.5Vn,81.5098,-5.5185,6.285,6.352,6.347,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025402,B9V,81.5112,15.6718,7.366,7.428,7.371,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025404,B9,81.5175,-10.7577,7.363,7.423,7.409,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025410,B2Vn,81.5238,16.7002,6.275,6.289,6.354,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025411,B8,81.525,0.834,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025422,B9p,81.5609,29.9867,7.757,7.809,7.788,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025432,B9,81.5933,0.798111,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025443,B9V,81.6301,2.93592,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025465,B9V,81.6868,-36.5849,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025469,B9,81.7005,2.06831,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025470,B9,81.7013,13.5822,7.415,7.478,7.498,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025473,B2IV,81.7093,3.09567,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025477,B5p,81.7262,3.61467,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025480,B2V,81.7465,-2.36064,6.936,7.089,7.08,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025493,B2V,81.7846,3.85556,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025496,B3V,81.789,-1.36733,7.489,7.628,7.631,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025499,B5V,81.792,17.9623,5.502,5.619,5.611,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025533,B8V,81.9037,1.10758,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025539,B2.5IV,81.9087,21.937,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025548,B9,81.9302,-0.259139,8.248,8.266,8.294,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025552,B8,81.9363,-1.81308,7.877,7.895,7.878,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025555,B9.5Vn,81.94,15.8741,5.302,5.373,5.32,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025557,B5V...,81.9407,-2.14547,7.793,7.836,7.899,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025561,B9,81.9492,15.0658,8.359,8.403,8.417,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025567,B8V,81.976,1.10506,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025572,B9,81.9809,23.2932,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025582,B2V,82.0061,1.29825,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025592,B7IV,82.0422,0.787222,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025622,B9,82.1073,0.0203611,6.714,6.777,6.762,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025648,B3V:n,82.1887,1.64394,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025655,B5Vne,82.2019,2.16472,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025657,B9,82.2087,16.4267,7.409,7.432,7.443,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025664,B9,82.2191,-0.603056,8.15,8.175,8.2,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025690,B9.5IV/V,82.287,-70.8255,8.028,8.081,8.023,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025691,B9,82.2872,-5.791,8.029,8.091,8.074,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025695,B9Vn,82.3187,25.1503,5.839,5.869,5.837,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025712,B5V,82.3559,-7.26089,6.915,6.946,7.021,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025725,B8,82.4016,5.22722,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025742,B8,82.4479,12.2706,7.111,7.217,7.209,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025751,B2V,82.4782,1.78925,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025752,B7V,82.4815,2.14217,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025762,B9,82.5182,-1.74961,7.756,7.823,7.816,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025777,B5,82.5628,20.5516,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025786,B2IV-V,82.5865,-7.43481,6.774,6.837,6.875,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025813,B5V,82.696,5.94822,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025818,B8,82.7028,0.0285278,8.196,8.289,8.301,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025820,B9,82.7053,-2.36642,8.364,8.376,8.378,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025826,B9,82.7157,10.2544,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025837,B6V,82.7406,4.66872,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025841,B9,82.7505,-6.19133,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025844,B3V,82.7565,12.0968,7.74,7.79,7.817,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025850,B2V,82.7709,3.35328,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025861,B1.5V,82.8105,3.29214,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025869,B2V,82.837,-6.70839,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025881,B3V,82.8745,1.69003,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025886,B5,82.8989,14.9289,6.683,6.692,6.73,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025889,B8V,82.9004,-61.5411,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025896,B8,82.921,9.226,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025897,B5V,82.9218,2.83283,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025898,B5V,82.9227,-7.04864,8.014,8.051,8.118,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025903,B6V,82.9327,-49.0185,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025913,B9.5V,82.96,-23.9355,8.869,9.015,8.9,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025923,B0V,82.9827,-7.30153,99.0,99.0,5.381,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025931,B9V,83.0052,-9.99703,8.641,8.657,8.657,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025937,B8V,83.0293,-6.70831,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025938,B8V,83.0308,6.04703,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025950,B7III,83.0589,17.0582,5.966,6.021,6.025,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025954,B7III,83.0618,-4.51839,7.858,7.811,7.789,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025968,B9V,83.1003,-47.9573,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025969,B5,83.1149,26.9816,6.571,6.604,6.517,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025979,B6Vwp...,83.1645,2.09217,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025980,B1IV,83.1723,-1.59183,5.716,5.854,5.861,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025988,B1.5IV-Vn..,83.1943,26.7474,7.999,8.01,7.999,99.0,99.0,99.0,99.0,99.0,Isaac
Hip025992,B9,83.2073,-2.19703,8.351,8.408,8.377,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026000,B2Vvar,83.2378,-4.56647,7.513,7.564,7.528,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026002,B9/B9.5V,83.2485,-75.2368,8.131,8.177,8.186,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026012,B9V,83.2652,-1.24106,8.004,8.005,8.035,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026016,B8,83.2733,-1.721,8.523,8.501,8.505,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026020,B4Vn,83.2806,-1.71736,6.717,6.832,6.777,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026021,B9V,83.2812,-5.34058,8.577,8.57,8.566,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026024,B6V,83.2871,3.13108,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026045,B9,83.3411,2.37658,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026048,B6Vwp...,83.3586,0.621361,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026062,B8,83.3781,24.6289,6.804,6.913,6.797,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026063,B1V,83.381,-1.15608,5.773,5.815,5.844,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026064,B2IV-Ve,83.3818,18.5402,99.0,99.0,4.789,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026072,B6V,83.4118,20.4742,6.13,6.165,6.174,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026093,B3V,83.4762,14.3056,5.795,5.899,5.923,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026098,B2V,83.49,1.40764,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026106,B2.5V,83.5162,-1.03572,6.598,6.694,6.736,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026112,B9,83.5228,-6.83808,8.257,8.116,8.086,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026120,B5,83.5621,-2.88167,6.925,6.996,6.959,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026130,B5Vn,83.5734,-2.38536,8.116,8.145,8.121,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026132,B8,83.5826,4.82508,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026143,B9,83.6082,1.36028,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026162,B8,83.6629,28.0511,7.444,7.409,7.37,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026166,B3V,83.6807,5.66086,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026176,B0IV...,83.7052,9.48958,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026182,B8IIIp,83.7249,-4.11042,6.965,7.094,7.106,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026185,B9V,83.7312,-31.6945,7.414,7.519,7.481,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026188,B5,83.7354,-0.122861,7.348,7.424,7.391,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026197,B1Vvar,83.7542,-6.00928,6.133,6.221,6.236,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026199,B0.5V,83.7612,-6.00203,99.0,5.414,5.463,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026202,B9,83.7695,15.6391,7.46,7.477,7.491,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026204,B8,83.775,13.4131,7.614,7.563,7.577,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026210,B7V,83.7884,-0.269611,7.729,7.84,7.864,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026211,B8,83.7899,5.46222,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026213,B3V,83.8033,-0.735361,7.155,7.202,7.183,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026212,B2IV-V,83.8033,9.61328,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026215,B9IIIMNp...,83.8052,10.2401,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026224,B0.5Vp...,83.8217,-5.38769,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026233,B1.5V,83.8411,-4.49417,6.881,6.955,6.958,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026234,B2.5V,83.843,-4.42433,6.586,6.655,6.687,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026237,B2III...,83.8465,-4.83833,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026243,B5IV/V,83.8607,-15.7379,7.029,7.157,7.147,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026248,B2.5IV,83.863,24.0396,99.0,99.0,5.544,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026251,B9IV,83.8682,-43.3978,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026257,B2.5IV,83.8795,-4.36406,6.711,6.75,6.873,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026258,B1V,83.8807,-5.26739,5.838,5.638,5.559,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026263,B3IV,83.8996,-3.25283,6.655,6.74,6.762,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026264,B8III,83.9005,-78.8209,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026271,B8,83.916,-3.31608,8.452,8.485,8.472,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026294,B9,83.9927,9.53172,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026298,B9,84.0108,19.5494,6.841,6.868,6.829,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026299,B8,84.0113,26.2683,8.022,8.064,8.048,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026304,B8V,84.026,-7.3965,7.56,7.551,7.585,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026314,B3Vvar,84.0626,-5.64792,6.98,7.071,7.146,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026319,B8V,84.0743,-1.63533,8.254,8.345,8.399,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026334,B6V,84.1275,-1.98383,7.879,7.987,7.932,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026345,B1V...,84.1487,-6.06475,6.235,6.356,6.385,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026351,B8,84.1658,27.9118,7.79,7.793,7.793,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026356,B9,84.1879,11.8357,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026368,B9.5V,84.2291,-66.5603,6.33,6.361,6.344,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026389,B8,84.2727,22.1169,8.501,8.558,8.543,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026396,B9IV-V,84.2868,26.9245,5.888,6.017,5.976,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026402,B9,84.3055,4.76861,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026405,B5V,84.3105,-1.66772,8.025,8.097,8.074,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026414,B2IV-V,84.3305,8.95189,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026427,B1Vvar,84.364,-5.93839,6.5,6.653,6.659,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026435,B9,84.3875,16.5566,8.579,8.62,8.596,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026439,B4V,84.395,-1.42214,7.27,7.262,7.243,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026441,B8,84.4024,23.1389,8.745,8.816,8.88,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026442,B1.5V,84.4031,-4.93414,7.451,7.516,7.541,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026451,B4IIIp,84.4112,21.1426,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026464,B5V,84.4412,-0.77825,7.917,7.963,8.007,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026477,B2IV-V,84.4725,-4.81403,6.192,6.24,6.222,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026476,B6V,84.4727,0.968611,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026481,B5V,84.4844,0.987417,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026487,B8III,84.5046,7.54144,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026494,B6V,84.5272,-0.184306,7.485,7.551,7.52,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026500,B9,84.5385,-0.182167,8.051,7.89,7.534,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026508,B2V,84.5572,-1.16917,7.181,7.23,7.263,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026526,B8V,84.6305,-0.147778,8.68,8.716,8.712,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026530,B8p...,84.6447,-6.16386,7.992,7.95,7.952,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026535,B1.5IV,84.6582,-6.57394,6.473,6.557,6.624,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026541,B9,84.6655,-8.47103,7.203,7.24,7.25,99.0,99.0,99.0,99.0,99.0,Isaac
