STARS,SP_TYPE,RA,DEC,J,H,K,Ks,L,M,Lp,Mp,source
Hip066323,B9.5IV,203.881,-85.8243,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066339,B5e,203.931,-6.15611,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066341,B8II/III,203.945,-65.3245,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066351,B8V,203.996,-73.3274,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066372,B8Vn...,204.087,-63.1457,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066390,B5IV,204.181,-53.1915,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066415,B9III/IV,204.243,-59.6394,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066437,B5III,204.298,-47.0156,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066451,B7II/III,204.343,-47.5377,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066454,B8V,204.348,-46.4278,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066455,B9IV,204.352,-65.3976,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066474,B8V,204.425,-68.9741,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066483,B9V,204.448,-55.9854,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066490,B9V,204.461,-72.8083,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066505,B9.5V,204.492,-58.2081,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066506,B8V,204.493,-70.412,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066523,B9III,204.537,-56.2223,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066524,B5II,204.538,-50.3499,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066542,B9V,204.605,-65.4528,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066543,B2III,204.614,-51.552,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066555,B8III,204.648,-69.2943,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066577,B9.5V,204.71,-33.1112,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066607,B8IV,204.8,-75.6838,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066614,B0IV:,204.815,-60.9839,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066633,B9.5IV,204.872,-61.2142,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066644,B9V,204.919,-60.8516,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066651,B9.5V,204.941,-54.1481,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066697,B9IIIp...,205.079,-79.8336,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066751,B6II/III,205.215,-62.8798,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066772,B9.5V,205.291,-59.2278,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066821,B8Vn+...,205.437,-54.5594,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066838,B9.5IV,205.478,-60.9876,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066842,B1III,205.483,-45.851,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066849,B9IV,205.505,-58.7871,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066850,B8III,205.506,-43.147,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066882,B9V,205.599,-51.6534,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066904,B8Iab:,205.669,-61.7378,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066917,B6III,205.708,-44.1909,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066925,B0.5III,205.734,-56.768,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066939,B9IV,205.782,-67.4675,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066950,B9V,205.83,-46.0464,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066957,B5V,205.855,-38.2565,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066960,B9III/IV,205.861,-57.7318,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066977,B9IV,205.91,-72.9896,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066984,B8III,205.917,-42.0675,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067008,B8V,205.989,-59.236,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067012,B9III/IV,206.004,-35.3177,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067014,B9V,206.007,-59.2359,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067042,B4V,206.091,-73.6368,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067056,B9.5V,206.124,-59.8804,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067060,B1Ib,206.131,-17.937,7.623,7.718,7.66,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067108,B4:Vne,206.327,-66.7546,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067111,B5IV,206.332,-55.3237,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067118,B4III,206.344,-45.3485,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067131,B9IV/V,206.379,-49.1619,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067192,B8/B9V,206.551,-63.6636,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067206,B2Ia,206.575,-62.4516,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067208,B9V,206.578,-63.5626,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067279,B2V,206.83,-2.4435,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067296,B8V,206.872,-64.365,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067302,B9V,206.893,-71.2311,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067324,B8II,206.987,-63.8621,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067326,B6III,206.991,-55.9606,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067330,B8III,207.001,-65.8394,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067347,B9.5V,207.051,-42.1848,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067393,B9III,207.18,-58.7879,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067435,B9IV/V,207.313,-60.7525,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067436,B2II:,207.314,-62.1004,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067455,B9.5IV,207.358,-44.2113,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067464,B2IV,207.376,-41.6877,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067466,B9V,207.384,-66.4026,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067472,B2IV-Ve,207.404,-42.4737,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067552,B8IV,207.63,-59.3669,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067611,B9IVn,207.81,-63.89,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067612,B9V,207.81,-63.5126,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067617,B9IV,207.829,-64.5264,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067663,B2Vp,207.947,-46.8986,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067669,B5,207.957,-32.994,99.0,99.0,5.002,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067687,B8V,207.99,-58.4316,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067689,B3V,207.997,-57.4563,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067698,B9.5IV,208.008,-75.4531,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067702,B8V,208.013,-52.8099,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067703,B9Vn,208.02,-52.8115,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067711,B9IIIn...,208.072,-66.4044,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067720,B5II,208.092,-62.7749,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067724,B8III,208.11,-63.6373,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067731,B9.5V,208.122,-75.2588,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067736,B8/B9III,208.137,-63.3561,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067740,B9,208.143,-63.3961,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067748,B8/B9III,208.187,-59.0961,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067786,B4IV,208.302,-31.9276,99.0,99.0,5.06,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067796,B2V,208.326,-66.5124,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067809,B3Vnne,208.368,-39.0572,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067820,B9IV/V,208.388,-61.6532,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067821,B9III,208.389,-63.8143,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067824,B9V,208.406,-58.4397,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067836,B5III,208.43,-53.3733,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067847,B8II,208.46,-55.5551,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067861,B2IIIe,208.489,-47.1282,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067864,B9.5p...,208.504,-28.1425,8.419,8.556,8.555,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067869,B8/B9III,208.517,-68.5055,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067885,B9V,208.552,-51.4275,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067909,B9III,208.639,-60.3426,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067916,B9V,208.656,-66.9011,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067930,B9III,208.677,-62.9036,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067933,B8III,208.681,-61.3345,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067969,B3V,208.792,-68.882,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067973,B8V,208.801,-52.1608,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip067983,B7/B8III,208.83,-57.1849,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068002,B2.5IV,208.885,-47.2883,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068034,B2Ib,208.968,-59.3712,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068041,B8IVn...,208.975,-61.5037,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068056,B9.5III/IV,209.023,-63.8916,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068100,B5V,209.13,-77.2375,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068124,B2V,209.2,-46.386,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068136,B9.5V,209.247,-23.1036,7.594,7.607,7.61,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068140,B8V,209.264,-60.7165,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068218,B5V:n,209.491,-59.8847,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068226,B9III,209.504,-52.6619,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068245,B2IV,209.568,-42.1007,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068247,B4III,209.578,-73.6388,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068269,B8V,209.63,-24.9722,99.0,99.0,5.372,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068282,B2IV-V,209.67,-44.8035,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068325,B9V,209.794,-50.9561,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068339,B9V,209.834,-62.4603,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068341,B2/B3IV,209.839,-67.8406,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068359,B8V,209.895,-49.0174,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068372,B3II,209.931,-33.5391,8.275,8.338,8.351,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068399,B7II,210.023,-62.7821,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068412,B9IV,210.072,-67.5057,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068431,B9III,210.137,-78.59,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068460,B9Vn,210.226,-38.0138,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068485,B8IV/V,210.314,-48.5871,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068496,B7II,210.333,-56.2242,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068531,B,210.44,-61.304,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068564,B8/B9II/III,210.545,-61.9579,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068566,B8IV,210.548,-56.9888,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068644,B5III,210.77,-46.8143,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068649,B7Vn,210.781,-71.1421,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068653,B9IV,210.798,-39.7028,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068673,B8,210.865,-41.4233,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068677,B2III,210.879,-52.0594,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068678,B5III,210.88,-68.5037,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068750,B9IV/V,211.087,-65.416,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068817,B0.5Ve,211.342,-62.5074,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068829,B3V,211.406,-63.1553,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068862,B2V,211.512,-41.1796,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068877,B7III,211.551,-54.2067,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068876,B9V,211.551,-56.7889,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068902,B0Ia,211.605,-59.7159,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068970,B9IV/V,211.808,-16.1904,7.184,7.229,7.215,99.0,99.0,99.0,99.0,99.0,Isaac
Hip068988,B8V,211.862,-53.5228,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069006,B8/B9II,211.908,-48.186,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069011,B9V,211.92,-48.704,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069036,B9IV,211.978,-43.9932,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069037,B8V,211.982,-71.202,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069041,B6/B7V,211.986,-61.5089,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069053,B9II,212.016,-64.5396,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069056,B7III,212.02,-58.6508,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069080,B7V,212.099,-62.8635,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069097,B6Vn...,212.167,-64.1904,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069105,B8/B9V,212.188,-59.7171,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069113,B9V,212.216,-43.4708,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069122,B5IV,212.234,-59.2767,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069134,B9II,212.283,-63.0687,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069174,B9IV,212.396,-51.5046,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069192,B9II,212.482,-44.284,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069309,B6II,212.8,-63.1253,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069320,B9II,212.818,-59.7717,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069323,B9.5III/IV,212.825,-66.4079,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069358,B4/B5III/IV,212.95,-62.0263,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069389,B9p,213.066,2.4095,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069397,B9IV/V,213.101,-66.0061,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069419,B9III,213.209,-63.5151,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069429,B9V,213.23,-40.8335,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069491,B5V,213.416,-54.6256,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069543,B4III,213.546,-64.201,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069576,B9IV,213.627,-76.4578,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069584,B5III,213.646,-66.1541,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069589,B9Vn...,213.663,-68.524,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069591,B5V,213.665,-65.7014,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069618,B4Vne,213.738,-57.0861,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069633,B2/B3,213.772,-61.6531,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069642,B9.5/A0V,213.8,-71.2337,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069648,B3V,213.818,-58.7804,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069688,B9IV,213.979,-68.5403,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069749,B9IV,214.133,-57.2975,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069763,B1.5III,214.161,-66.5879,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069803,B8III,214.291,-68.4071,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069845,B9V,214.413,-40.8617,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069847,B5V,214.422,-60.7886,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069868,B8II/III,214.466,-63.4133,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069871,B9V,214.471,-42.5912,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069883,B8III,214.523,-57.1737,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069906,B8III,214.603,-54.3224,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069949,B7Vn,214.712,-58.6864,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069978,B4IV/V,214.788,-55.8822,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069980,B8IV,214.789,-56.9217,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip069996,B2.5IV,214.851,-46.0581,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070001,B9/B9.5V,214.86,-75.1792,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070014,B8/B9III/IV,214.89,-59.7526,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070036,B9III,214.965,-65.5178,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070040,B8/B9V,214.978,-57.1576,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070042,B3III/IV,214.989,-73.9684,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070069,B6Ib,215.081,-56.3865,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070091,B8II,215.145,-58.5159,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070119,B8V,215.211,-58.9082,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070128,B9.5Vn,215.247,-76.6995,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070133,B9III,215.265,-62.587,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070148,B8III,215.297,-64.3733,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070164,B9V,215.338,-52.3215,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070166,B9III,215.341,-56.9648,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070179,B9.5IV/V,215.38,-56.6347,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070215,B7/B8II,215.482,-63.1587,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070217,B7II,215.486,-58.9498,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070228,B0.5Iab,215.513,-58.2912,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070243,B8V,215.582,-34.7868,5.635,5.674,5.668,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070248,B4V,215.597,-80.1089,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070270,B1III,215.661,-48.3198,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070277,B8/B9III,215.68,-55.4311,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070300,B2V,215.759,-39.5118,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070303,B9.5V,215.765,-46.6653,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070323,B9V,215.833,-66.6312,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070337,B7III,215.863,-49.8514,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070418,B8V,216.092,-82.8482,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070436,B9.5III,216.135,-61.3894,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070455,B8V,216.183,-40.7551,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070465,B9V,216.197,-45.2039,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070477,B4V,216.237,-54.5575,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070503,B9V,216.332,-72.6208,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070506,B2V,216.342,-54.5834,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070530,B8/B9II,216.433,-53.4542,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070542,B9V,216.463,-44.935,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070574,B2IV,216.534,-45.2214,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070626,B9V,216.708,-39.8739,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070654,B9/B9.5IV,216.768,-74.4173,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070690,B9V,216.878,-47.099,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070703,B9V,216.914,-46.2019,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070727,B9IV,216.971,-58.4309,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip070753,B7/B8V,217.043,-29.4916,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
